CPT1/HCPCS,Mod,Status,Description,Work RVUs,Non-Facility PE RVUs,Facility PE RVUs,Mal-Practice RVUs,Total Non-Facility RVUs,Total Facility RVUs,Global
93461,26,A,R&l hrt art/ventricle angio,7.85,2.71,2.71,1.57,12.13,12.13,000
93462,,A,L hrt cath trnsptl puncture,3.73,1.51,1.51,0.85,6.09,6.09,ZZZ
93463,,A,Drug admin & hemodynmic meas,2.00,0.69,0.69,0.13,2.82,2.82,ZZZ
93464,,A,Exercise w/hemodynamic meas,1.80,5.34,NA,0.08,7.22,NA,ZZZ
93464,TC,A,Exercise w/hemodynamic meas,0.00,4.72,NA,0.01,4.73,NA,ZZZ
93464,26,A,Exercise w/hemodynamic meas,1.80,0.62,0.62,0.07,2.49,2.49,ZZZ
93503,,A,Insert/place heart catheter,2.91,NA,0.53,0.25,NA,3.69,000
93505,,A,Biopsy of heart lining,4.12,14.89,NA,0.83,19.84,NA,000
93505,TC,A,Biopsy of heart lining,0.00,13.46,NA,0.02,13.48,NA,000
93505,26,A,Biopsy of heart lining,4.12,1.43,1.43,0.81,6.36,6.36,000
93530,,C,Rt heart cath congenital,0.00,NA,NA,0.00,NA,NA,000
93530,TC,C,Rt heart cath congenital,0.00,NA,NA,0.00,NA,NA,000
93530,26,A,Rt heart cath congenital,3.97,1.40,1.40,0.64,6.01,6.01,000
93531,,C,R & l heart cath congenital,0.00,NA,NA,0.00,NA,NA,000
93531,TC,C,R & l heart cath congenital,0.00,NA,NA,0.00,NA,NA,000
93531,26,A,R & l heart cath congenital,8.34,2.88,2.88,1.21,12.43,12.43,000
93532,,C,R & l heart cath congenital,0.00,NA,NA,0.00,NA,NA,000
93532,TC,C,R & l heart cath congenital,0.00,NA,NA,0.00,NA,NA,000
93532,26,A,R & l heart cath congenital,9.99,3.46,3.46,2.03,15.48,15.48,000
93533,,C,R & l heart cath congenital,0.00,NA,NA,0.00,NA,NA,000
93533,TC,C,R & l heart cath congenital,0.00,NA,NA,0.00,NA,NA,000
93533,26,A,R & l heart cath congenital,6.69,2.29,2.29,1.36,10.34,10.34,000
93561,,C,Cardiac output measurement,0.00,NA,NA,0.00,NA,NA,000
93561,TC,C,Cardiac output measurement,0.00,NA,NA,0.00,NA,NA,000
93561,26,A,Cardiac output measurement,0.25,0.09,0.09,0.03,0.37,0.37,000
93562,,C,Card output measure subsq,0.00,NA,NA,0.00,NA,NA,000
93562,TC,C,Card output measure subsq,0.00,NA,NA,0.00,NA,NA,000
93562,26,A,Card output measure subsq,0.01,0.01,0.01,0.01,0.03,0.03,000
93563,,A,Inject congenital card cath,1.11,0.38,0.38,0.21,1.70,1.70,ZZZ
93564,,A,Inject hrt congntl art/grft,1.13,0.40,0.40,0.26,1.79,1.79,ZZZ
93565,,A,Inject l ventr/atrial angio,0.86,0.30,0.30,0.16,1.32,1.32,ZZZ
93566,,A,Inject r ventr/atrial angio,0.86,3.53,0.30,0.19,4.58,1.35,ZZZ
93567,,A,Inject suprvlv aortography,0.97,2.68,0.34,0.22,3.87,1.53,ZZZ
93568,,A,Inject pulm art hrt cath,0.88,3.03,0.31,0.19,4.10,1.38,ZZZ
93571,,C,Heart flow reserve measure,0.00,NA,NA,0.00,NA,NA,ZZZ
93571,TC,C,Heart flow reserve measure,0.00,NA,NA,0.00,NA,NA,ZZZ
93571,26,A,Heart flow reserve measure,1.80,0.62,0.62,0.36,2.78,2.78,ZZZ
93572,,C,Heart flow reserve measure,0.00,NA,NA,0.00,NA,NA,ZZZ
93572,TC,C,Heart flow reserve measure,0.00,NA,NA,0.00,NA,NA,ZZZ
93572,26,A,Heart flow reserve measure,1.44,0.50,0.50,0.29,2.23,2.23,ZZZ
93580,,A,Transcath closure of asd,17.97,NA,6.55,3.95,NA,28.47,000
93581,,A,Transcath closure of vsd,24.39,NA,9.01,5.69,NA,39.09,000
93582,,A,Perq transcath closure pda,12.31,NA,4.25,2.50,NA,19.06,000
93583,,A,Perq transcath septal reduxn,13.75,NA,4.78,3.07,NA,21.60,000
93590,,A,Perq transcath cls mitral,21.70,NA,7.95,5.05,NA,34.70,000
93591,,A,Perq transcath cls aortic,17.97,NA,6.64,4.19,NA,28.80,000
93592,,A,Perq transcath closure each,8.00,NA,2.82,1.87,NA,12.69,ZZZ
93600,,C,Bundle of his recording,0.00,0.00,NA,0.00,0.00,NA,000
93600,TC,C,Bundle of his recording,0.00,0.00,NA,0.00,0.00,NA,000
93600,26,A,Bundle of his recording,2.12,0.90,0.90,0.43,3.45,3.45,000
93602,,C,Intra-atrial recording,0.00,0.00,NA,0.00,0.00,NA,000
93602,TC,C,Intra-atrial recording,0.00,0.00,NA,0.00,0.00,NA,000
93602,26,A,Intra-atrial recording,2.12,0.83,0.83,0.42,3.37,3.37,000
93603,,C,Right ventricular recording,0.00,0.00,NA,0.00,0.00,NA,000
93603,TC,C,Right ventricular recording,0.00,0.00,NA,0.00,0.00,NA,000
93603,26,A,Right ventricular recording,2.12,0.83,0.83,0.42,3.37,3.37,000
93609,,C,Map tachycardia add-on,0.00,0.00,NA,0.00,0.00,NA,ZZZ
93609,TC,C,Map tachycardia add-on,0.00,0.00,NA,0.00,0.00,NA,ZZZ
93609,26,A,Map tachycardia add-on,4.99,2.08,2.08,1.01,8.08,8.08,ZZZ
93610,,C,Intra-atrial pacing,0.00,0.00,NA,0.00,0.00,NA,000
93610,TC,C,Intra-atrial pacing,0.00,0.00,NA,0.00,0.00,NA,000
93610,26,A,Intra-atrial pacing,3.02,1.15,1.15,0.60,4.77,4.77,000
93612,,C,Intraventricular pacing,0.00,0.00,NA,0.00,0.00,NA,000
93612,TC,C,Intraventricular pacing,0.00,0.00,NA,0.00,0.00,NA,000
93612,26,A,Intraventricular pacing,3.02,1.13,1.13,0.58,4.73,4.73,000
93613,,A,Electrophys map 3d add-on,6.99,NA,2.98,1.61,NA,11.58,ZZZ
93615,,C,Esophageal recording,0.00,0.00,NA,0.00,0.00,NA,000
93615,TC,C,Esophageal recording,0.00,0.00,NA,0.00,0.00,NA,000
93615,26,A,Esophageal recording,0.74,0.33,0.33,0.03,1.10,1.10,000
93616,,C,Esophageal recording,0.00,0.00,NA,0.00,0.00,NA,000
93616,TC,C,Esophageal recording,0.00,0.00,NA,0.00,0.00,NA,000
93616,26,A,Esophageal recording,1.24,0.22,0.22,0.06,1.52,1.52,000
93618,,C,Heart rhythm pacing,0.00,0.00,NA,0.00,0.00,NA,000
93618,TC,C,Heart rhythm pacing,0.00,0.00,NA,0.00,0.00,NA,000
93618,26,A,Heart rhythm pacing,4.00,1.63,1.63,0.81,6.44,6.44,000
93619,,C,Electrophysiology evaluation,0.00,0.00,NA,0.00,0.00,NA,000
93619,TC,C,Electrophysiology evaluation,0.00,0.00,NA,0.00,0.00,NA,000
93619,26,A,Electrophysiology evaluation,7.06,2.88,2.88,1.42,11.36,11.36,000
93620,,C,Electrophysiology evaluation,0.00,0.00,NA,0.00,0.00,NA,000
93620,TC,C,Electrophysiology evaluation,0.00,0.00,NA,0.00,0.00,NA,000
93620,26,A,Electrophysiology evaluation,11.32,4.68,4.68,2.27,18.27,18.27,000
93621,,C,Electrophysiology evaluation,0.00,0.00,NA,0.00,0.00,NA,ZZZ
93621,TC,C,Electrophysiology evaluation,0.00,0.00,NA,0.00,0.00,NA,ZZZ
93621,26,A,Electrophysiology evaluation,2.10,0.89,0.89,0.43,3.42,3.42,ZZZ
93622,,C,Electrophysiology evaluation,0.00,0.00,NA,0.00,0.00,NA,ZZZ
93622,TC,C,Electrophysiology evaluation,0.00,0.00,NA,0.00,0.00,NA,ZZZ
93622,26,A,Electrophysiology evaluation,3.10,1.28,1.28,0.63,5.01,5.01,ZZZ
93623,,C,Stimulation pacing heart,0.00,0.00,NA,0.00,0.00,NA,ZZZ
93623,TC,C,Stimulation pacing heart,0.00,0.00,NA,0.00,0.00,NA,ZZZ
93623,26,A,Stimulation pacing heart,2.85,1.21,1.21,0.58,4.64,4.64,ZZZ
93624,,C,Electrophysiologic study,0.00,0.00,NA,0.00,0.00,NA,000
93624,TC,C,Electrophysiologic study,0.00,0.00,NA,0.00,0.00,NA,000
93624,26,A,Electrophysiologic study,4.55,1.55,1.55,0.93,7.03,7.03,000
93631,,C,Heart pacing mapping,0.00,0.00,NA,0.00,0.00,NA,000
93631,TC,C,Heart pacing mapping,0.00,0.00,NA,0.00,0.00,NA,000
93631,26,A,Heart pacing mapping,7.59,2.38,2.38,1.56,11.53,11.53,000
93640,,C,Evaluation heart device,0.00,0.00,NA,0.00,0.00,NA,000
93640,TC,C,Evaluation heart device,0.00,0.00,NA,0.00,0.00,NA,000
93640,26,A,Evaluation heart device,3.26,1.29,1.29,0.66,5.21,5.21,000
93641,,C,Electrophysiology evaluation,0.00,0.00,NA,0.00,0.00,NA,000
93641,TC,C,Electrophysiology evaluation,0.00,0.00,NA,0.00,0.00,NA,000
93641,26,A,Electrophysiology evaluation,5.67,2.28,2.28,1.14,9.09,9.09,000
93642,,A,Electrophysiology evaluation,4.63,4.20,NA,0.96,9.79,NA,000
93642,TC,A,Electrophysiology evaluation,0.00,2.29,NA,0.02,2.31,NA,000
93642,26,A,Electrophysiology evaluation,4.63,1.91,1.91,0.94,7.48,7.48,000
93644,,A,Electrophysiology evaluation,3.04,3.02,NA,0.12,6.18,NA,000
93644,TC,A,Electrophysiology evaluation,0.00,1.63,NA,0.01,1.64,NA,000
93644,26,A,Electrophysiology evaluation,3.04,1.39,1.39,0.11,4.54,4.54,000
93650,,A,Ablate heart dysrhythm focus,10.24,NA,4.61,2.36,NA,17.21,000
93653,,A,Ep & ablate supravent arrhyt,14.75,NA,6.20,3.40,NA,24.35,000
93654,,A,Ep & ablate ventric tachy,19.75,NA,8.30,4.56,NA,32.61,000
93655,,A,Ablate arrhythmia add on,7.50,NA,3.17,1.74,NA,12.41,ZZZ
93656,,A,Tx atrial fib pulm vein isol,19.77,NA,8.39,4.56,NA,32.72,000
93657,,A,Tx l/r atrial fib addl,7.50,NA,3.14,1.74,NA,12.38,ZZZ
93660,,A,Tilt table evaluation,1.89,2.50,NA,0.09,4.48,NA,000
93660,TC,A,Tilt table evaluation,0.00,1.78,NA,0.02,1.80,NA,000
93660,26,A,Tilt table evaluation,1.89,0.72,0.72,0.07,2.68,2.68,000
93662,,C,Intracardiac ecg (ice),0.00,0.00,NA,0.00,0.00,NA,ZZZ
93662,TC,C,Intracardiac ecg (ice),0.00,0.00,NA,0.00,0.00,NA,ZZZ
93662,26,A,Intracardiac ecg (ice),2.80,1.19,1.19,0.10,4.09,4.09,ZZZ
93668,,N,Peripheral vascular rehab,0.00,0.53,NA,0.01,0.54,NA,XXX
93701,,A,Bioimpedance cv analysis,0.00,0.68,NA,0.01,0.69,NA,XXX
93702,,A,Bis xtracell fluid analysis,0.00,3.47,NA,0.02,3.49,NA,XXX
93724,,A,Analyze pacemaker system,4.88,2.62,NA,0.19,7.69,NA,000
93724,TC,A,Analyze pacemaker system,0.00,0.78,NA,0.01,0.79,NA,000
93724,26,A,Analyze pacemaker system,4.88,1.84,1.84,0.18,6.90,6.90,000
93740,,B,Temperature gradient studies,0.16,0.06,0.06,0.01,0.23,0.23,XXX
93745,,C,Set-up cardiovert-defibrill,0.00,0.00,NA,0.00,0.00,NA,XXX
93745,TC,C,Set-up cardiovert-defibrill,0.00,0.00,NA,0.00,0.00,NA,XXX
93745,26,C,Set-up cardiovert-defibrill,0.00,0.00,0.00,0.00,0.00,0.00,XXX
93750,,A,Interrogation vad in person,0.92,0.57,0.31,0.09,1.58,1.32,XXX
93770,,B,Measure venous pressure,0.16,0.06,0.06,0.01,0.23,0.23,XXX
93784,,A,Ambulatory bp monitoring,0.38,1.11,NA,0.03,1.52,NA,XXX
93786,,A,Ambulatory bp recording,0.00,0.83,NA,0.01,0.84,NA,XXX
93788,,A,Ambulatory bp analysis,0.00,0.14,NA,0.01,0.15,NA,XXX
93790,,A,Review/report bp recording,0.38,0.14,0.14,0.01,0.53,0.53,XXX
93797,,A,Cardiac rehab,0.18,0.27,0.06,0.01,0.46,0.25,000
93798,,A,Cardiac rehab/monitor,0.28,0.41,0.10,0.02,0.71,0.40,000
93799,,C,Cardiovascular procedure,0.00,0.00,NA,0.00,0.00,NA,XXX
93799,TC,C,Cardiovascular procedure,0.00,0.00,NA,0.00,0.00,NA,XXX
93799,26,C,Cardiovascular procedure,0.00,0.00,0.00,0.00,0.00,0.00,XXX
93880,,A,Extracranial bilat study,0.80,4.84,NA,0.09,5.73,NA,XXX
93880,TC,A,Extracranial bilat study,0.00,4.57,NA,0.02,4.59,NA,XXX
93880,26,A,Extracranial bilat study,0.80,0.27,0.27,0.07,1.14,1.14,XXX
93882,,A,Extracranial uni/ltd study,0.50,3.07,NA,0.08,3.65,NA,XXX
93882,TC,A,Extracranial uni/ltd study,0.00,2.92,NA,0.01,2.93,NA,XXX
93882,26,A,Extracranial uni/ltd study,0.50,0.15,0.15,0.07,0.72,0.72,XXX
93886,,A,Intracranial complete study,0.91,6.82,NA,0.08,7.81,NA,XXX
93886,TC,A,Intracranial complete study,0.00,6.45,NA,0.02,6.47,NA,XXX
93886,26,A,Intracranial complete study,0.91,0.37,0.37,0.06,1.34,1.34,XXX
93888,,A,Intracranial limited study,0.50,3.69,NA,0.06,4.25,NA,XXX
93888,TC,A,Intracranial limited study,0.00,3.50,NA,0.01,3.51,NA,XXX
93888,26,A,Intracranial limited study,0.50,0.19,0.19,0.05,0.74,0.74,XXX
93890,,A,Tcd vasoreactivity study,1.00,6.97,NA,0.08,8.05,NA,XXX
93890,TC,A,Tcd vasoreactivity study,0.00,6.57,NA,0.02,6.59,NA,XXX
93890,26,A,Tcd vasoreactivity study,1.00,0.40,0.40,0.06,1.46,1.46,XXX
93892,,A,Tcd emboli detect w/o inj,1.15,8.05,NA,0.11,9.31,NA,XXX
93892,TC,A,Tcd emboli detect w/o inj,0.00,7.58,NA,0.02,7.60,NA,XXX
93892,26,A,Tcd emboli detect w/o inj,1.15,0.47,0.47,0.09,1.71,1.71,XXX
93893,,A,Tcd emboli detect w/inj,1.15,8.56,NA,0.09,9.80,NA,XXX
93893,TC,A,Tcd emboli detect w/inj,0.00,8.08,NA,0.02,8.10,NA,XXX
93893,26,A,Tcd emboli detect w/inj,1.15,0.48,0.48,0.07,1.70,1.70,XXX
93895,,N,Carotid intima atheroma eval,0.00,0.00,NA,0.00,0.00,NA,XXX
93895,TC,N,Carotid intima atheroma eval,0.00,0.00,NA,0.00,0.00,NA,XXX
93895,26,N,Carotid intima atheroma eval,0.00,0.00,0.00,0.00,0.00,0.00,XXX
93922,,A,Upr/l xtremity art 2 levels,0.25,2.22,NA,0.04,2.51,NA,XXX
93922,TC,A,Upr/l xtremity art 2 levels,0.00,2.14,NA,0.01,2.15,NA,XXX
93922,26,A,Upr/l xtremity art 2 levels,0.25,0.08,0.08,0.03,0.36,0.36,XXX
93923,,A,Upr/lxtr art stdy 3+ lvls,0.45,3.38,NA,0.07,3.90,NA,XXX
93923,TC,A,Upr/lxtr art stdy 3+ lvls,0.00,3.24,NA,0.02,3.26,NA,XXX
93923,26,A,Upr/lxtr art stdy 3+ lvls,0.45,0.14,0.14,0.05,0.64,0.64,XXX
93924,,A,Lwr xtr vasc stdy bilat,0.50,4.29,NA,0.07,4.86,NA,XXX
93924,TC,A,Lwr xtr vasc stdy bilat,0.00,4.13,NA,0.02,4.15,NA,XXX
93924,26,A,Lwr xtr vasc stdy bilat,0.50,0.16,0.16,0.05,0.71,0.71,XXX
93925,,A,Lower extremity study,0.80,6.45,NA,0.08,7.33,NA,XXX
93925,TC,A,Lower extremity study,0.00,6.19,NA,0.02,6.21,NA,XXX
93925,26,A,Lower extremity study,0.80,0.26,0.26,0.06,1.12,1.12,XXX
93926,,A,Lower extremity study,0.50,3.73,NA,0.07,4.30,NA,XXX
93926,TC,A,Lower extremity study,0.00,3.59,NA,0.02,3.61,NA,XXX
93926,26,A,Lower extremity study,0.50,0.14,0.14,0.05,0.69,0.69,XXX
93930,,A,Upper extremity study,0.80,4.99,NA,0.10,5.89,NA,XXX
93930,TC,A,Upper extremity study,0.00,4.73,NA,0.02,4.75,NA,XXX
93930,26,A,Upper extremity study,0.80,0.26,0.26,0.08,1.14,1.14,XXX
93931,,A,Upper extremity study,0.50,3.08,NA,0.06,3.64,NA,XXX
93931,TC,A,Upper extremity study,0.00,2.93,NA,0.01,2.94,NA,XXX
93931,26,A,Upper extremity study,0.50,0.15,0.15,0.05,0.70,0.70,XXX
93970,,A,Extremity study,0.70,4.80,NA,0.08,5.58,NA,XXX
93970,TC,A,Extremity study,0.00,4.57,NA,0.02,4.59,NA,XXX
93970,26,A,Extremity study,0.70,0.23,0.23,0.06,0.99,0.99,XXX
93971,,A,Extremity study,0.45,2.91,NA,0.04,3.40,NA,XXX
93971,TC,A,Extremity study,0.00,2.76,NA,0.01,2.77,NA,XXX
93971,26,A,Extremity study,0.45,0.15,0.15,0.03,0.63,0.63,XXX
93975,,A,Vascular study,1.16,6.70,NA,0.12,7.98,NA,XXX
93975,TC,A,Vascular study,0.00,6.31,NA,0.02,6.33,NA,XXX
93975,26,A,Vascular study,1.16,0.39,0.39,0.10,1.65,1.65,XXX
93976,,A,Vascular study,0.80,3.77,NA,0.06,4.63,NA,XXX
93976,TC,A,Vascular study,0.00,3.48,NA,0.01,3.49,NA,XXX
93976,26,A,Vascular study,0.80,0.29,0.29,0.05,1.14,1.14,XXX
93978,,A,Vascular study,0.80,4.49,NA,0.11,5.40,NA,XXX
93978,TC,A,Vascular study,0.00,4.25,NA,0.02,4.27,NA,XXX
93978,26,A,Vascular study,0.80,0.24,0.24,0.09,1.13,1.13,XXX
93979,,A,Vascular study,0.50,2.82,NA,0.07,3.39,NA,XXX
93979,TC,A,Vascular study,0.00,2.67,NA,0.01,2.68,NA,XXX
93979,26,A,Vascular study,0.50,0.15,0.15,0.06,0.71,0.71,XXX
93980,,A,Penile vascular study,1.25,2.13,NA,0.06,3.44,NA,XXX
93980,TC,A,Penile vascular study,0.00,1.68,NA,0.01,1.69,NA,XXX
93980,26,A,Penile vascular study,1.25,0.45,0.45,0.05,1.75,1.75,XXX
93981,,A,Penile vascular study,0.44,1.60,NA,0.05,2.09,NA,XXX
93981,TC,A,Penile vascular study,0.00,1.45,NA,0.01,1.46,NA,XXX
93981,26,A,Penile vascular study,0.44,0.15,0.15,0.04,0.63,0.63,XXX
93982,,R,Aneurysm pressure sens study,0.30,0.91,NA,0.04,1.25,NA,XXX
93990,,A,Doppler flow testing,0.50,3.91,NA,0.10,4.51,NA,XXX
93990,TC,A,Doppler flow testing,0.00,3.79,NA,0.02,3.81,NA,XXX
93990,26,A,Doppler flow testing,0.50,0.12,0.12,0.08,0.70,0.70,XXX
93998,,C,Noninvas vasc dx study proc,0.00,0.00,0.00,0.00,0.00,0.00,XXX
94002,,A,Vent mgmt inpat init day,1.99,NA,0.48,0.16,NA,2.63,XXX
94003,,A,Vent mgmt inpat subq day,1.37,NA,0.42,0.11,NA,1.90,XXX
94004,,A,Vent mgmt nf per day,1.00,NA,0.32,0.08,NA,1.40,XXX
94005,,B,Home vent mgmt supervision,1.50,1.04,NA,0.09,2.63,NA,XXX
94010,,A,Breathing capacity test,0.17,0.82,NA,0.02,1.01,NA,XXX
94010,TC,A,Breathing capacity test,0.00,0.76,NA,0.01,0.77,NA,XXX
94010,26,A,Breathing capacity test,0.17,0.06,0.06,0.01,0.24,0.24,XXX
94011,,A,Spirometry up to 2 yrs old,1.75,NA,0.75,0.11,NA,2.61,XXX
94012,,A,Spirmtry w/brnchdil inf-2 yr,2.85,NA,1.18,0.17,NA,4.20,XXX
94013,,A,Meas lung vol thru 2 yrs,0.41,NA,0.13,0.03,NA,0.57,XXX
94014,,A,Patient recorded spirometry,0.52,1.05,NA,0.03,1.60,NA,XXX
94015,,A,Patient recorded spirometry,0.00,0.87,NA,0.01,0.88,NA,XXX
94016,,A,Review patient spirometry,0.52,0.18,0.18,0.02,0.72,0.72,XXX
94060,,A,Evaluation of wheezing,0.27,1.43,NA,0.02,1.72,NA,XXX
94060,TC,A,Evaluation of wheezing,0.00,1.34,NA,0.01,1.35,NA,XXX
94060,26,A,Evaluation of wheezing,0.27,0.09,0.09,0.01,0.37,0.37,XXX
94070,,A,Evaluation of wheezing,0.60,1.06,NA,0.04,1.70,NA,XXX
94070,TC,A,Evaluation of wheezing,0.00,0.87,NA,0.01,0.88,NA,XXX
94070,26,A,Evaluation of wheezing,0.60,0.19,0.19,0.03,0.82,0.82,XXX
94150,,B,Vital capacity test,0.07,0.62,NA,0.02,0.71,NA,XXX
94150,TC,B,Vital capacity test,0.00,0.59,NA,0.01,0.60,NA,XXX
94150,26,B,Vital capacity test,0.07,0.03,0.03,0.01,0.11,0.11,XXX
94200,,A,Lung function test (mbc/mvv),0.11,0.60,NA,0.02,0.73,NA,XXX
94200,TC,A,Lung function test (mbc/mvv),0.00,0.56,NA,0.01,0.57,NA,XXX
94200,26,A,Lung function test (mbc/mvv),0.11,0.04,0.04,0.01,0.16,0.16,XXX
94250,,A,Expired gas collection,0.11,0.62,NA,0.02,0.75,NA,XXX
94250,TC,A,Expired gas collection,0.00,0.58,NA,0.01,0.59,NA,XXX
94250,26,A,Expired gas collection,0.11,0.04,0.04,0.01,0.16,0.16,XXX
94375,,A,Respiratory flow volume loop,0.31,0.79,NA,0.02,1.12,NA,XXX
94375,TC,A,Respiratory flow volume loop,0.00,0.69,NA,0.01,0.70,NA,XXX
94375,26,A,Respiratory flow volume loop,0.31,0.10,0.10,0.01,0.42,0.42,XXX
94400,,A,Co2 breathing response curve,0.40,1.18,NA,0.03,1.61,NA,XXX
94400,TC,A,Co2 breathing response curve,0.00,1.04,NA,0.01,1.05,NA,XXX
94400,26,A,Co2 breathing response curve,0.40,0.14,0.14,0.02,0.56,0.56,XXX
94450,,A,Hypoxia response curve,0.40,1.53,NA,0.03,1.96,NA,XXX
94450,TC,A,Hypoxia response curve,0.00,1.38,NA,0.01,1.39,NA,XXX
94450,26,A,Hypoxia response curve,0.40,0.15,0.15,0.02,0.57,0.57,XXX
94452,,A,Hast w/report,0.31,1.30,NA,0.02,1.63,NA,XXX
94452,TC,A,Hast w/report,0.00,1.21,NA,0.01,1.22,NA,XXX
94452,26,A,Hast w/report,0.31,0.09,0.09,0.01,0.41,0.41,XXX
94453,,A,Hast w/oxygen titrate,0.40,1.83,NA,0.03,2.26,NA,XXX
94453,TC,A,Hast w/oxygen titrate,0.00,1.71,NA,0.01,1.72,NA,XXX
94453,26,A,Hast w/oxygen titrate,0.40,0.12,0.12,0.02,0.54,0.54,XXX
94610,,A,Surfactant admin thru tube,1.16,NA,0.35,0.08,NA,1.59,XXX
94620,,A,Pulmonary stress test/simple,0.64,0.91,NA,0.04,1.59,NA,XXX
94620,TC,A,Pulmonary stress test/simple,0.00,0.71,NA,0.01,0.72,NA,XXX
94620,26,A,Pulmonary stress test/simple,0.64,0.20,0.20,0.03,0.87,0.87,XXX
94621,,A,Pulm stress test/complex,1.42,3.10,NA,0.08,4.60,NA,XXX
94621,TC,A,Pulm stress test/complex,0.00,2.62,NA,0.02,2.64,NA,XXX
94621,26,A,Pulm stress test/complex,1.42,0.48,0.48,0.06,1.96,1.96,XXX
94640,,A,Airway inhalation treatment,0.00,0.51,NA,0.01,0.52,NA,XXX
94642,,C,Aerosol inhalation treatment,0.00,0.00,0.00,0.00,0.00,0.00,XXX
94644,,A,Cbt 1st hour,0.00,1.24,NA,0.01,1.25,NA,XXX
94645,,A,Cbt each addl hour,0.00,0.40,NA,0.01,0.41,NA,XXX
94660,,A,Pos airway pressure cpap,0.76,0.98,0.27,0.06,1.80,1.09,XXX
94662,,A,Neg press ventilation cnp,0.76,NA,0.17,0.07,NA,1.00,XXX
94664,,A,Evaluate pt use of inhaler,0.00,0.48,NA,0.01,0.49,NA,XXX
94667,,A,Chest wall manipulation,0.00,0.73,NA,0.02,0.75,NA,XXX
94668,,A,Chest wall manipulation,0.00,0.82,NA,0.01,0.83,NA,XXX
94669,,A,Mechanical chest wall oscill,0.00,0.91,NA,0.02,0.93,NA,XXX
94680,,A,Exhaled air analysis o2,0.26,1.33,NA,0.02,1.61,NA,XXX
94680,TC,A,Exhaled air analysis o2,0.00,1.24,NA,0.01,1.25,NA,XXX
94680,26,A,Exhaled air analysis o2,0.26,0.09,0.09,0.01,0.36,0.36,XXX
94681,,A,Exhaled air analysis o2/co2,0.20,1.31,NA,0.02,1.53,NA,XXX
94681,TC,A,Exhaled air analysis o2/co2,0.00,1.23,NA,0.01,1.24,NA,XXX
94681,26,A,Exhaled air analysis o2/co2,0.20,0.08,0.08,0.01,0.29,0.29,XXX
94690,,A,Exhaled air analysis,0.07,1.36,NA,0.02,1.45,NA,XXX
94690,TC,A,Exhaled air analysis,0.00,1.33,NA,0.01,1.34,NA,XXX
94690,26,A,Exhaled air analysis,0.07,0.03,0.03,0.01,0.11,0.11,XXX
94726,,A,Pulm funct tst plethysmograp,0.26,1.21,NA,0.02,1.49,NA,XXX
94726,TC,A,Pulm funct tst plethysmograp,0.00,1.13,NA,0.01,1.14,NA,XXX
94726,26,A,Pulm funct tst plethysmograp,0.26,0.08,0.08,0.01,0.35,0.35,XXX
94727,,A,Pulm function test by gas,0.26,0.91,NA,0.02,1.19,NA,XXX
94727,TC,A,Pulm function test by gas,0.00,0.83,NA,0.01,0.84,NA,XXX
94727,26,A,Pulm function test by gas,0.26,0.08,0.08,0.01,0.35,0.35,XXX
94728,,A,Pulm funct test oscillometry,0.26,0.84,NA,0.02,1.12,NA,XXX
94728,TC,A,Pulm funct test oscillometry,0.00,0.75,NA,0.01,0.76,NA,XXX
94728,26,A,Pulm funct test oscillometry,0.26,0.09,0.09,0.01,0.36,0.36,XXX
94729,,A,Co/membane diffuse capacity,0.19,1.33,NA,0.02,1.54,NA,ZZZ
94729,TC,A,Co/membane diffuse capacity,0.00,1.27,NA,0.01,1.28,NA,ZZZ
94729,26,A,Co/membane diffuse capacity,0.19,0.06,0.06,0.01,0.26,0.26,ZZZ
94750,,A,Pulmonary compliance study,0.23,1.98,NA,0.02,2.23,NA,XXX
94750,TC,A,Pulmonary compliance study,0.00,1.91,NA,0.01,1.92,NA,XXX
94750,26,A,Pulmonary compliance study,0.23,0.07,0.07,0.01,0.31,0.31,XXX
94760,,T,Measure blood oxygen level,0.00,0.08,NA,0.01,0.09,NA,XXX
94761,,T,Measure blood oxygen level,0.00,0.12,NA,0.01,0.13,NA,XXX
94762,,A,Measure blood oxygen level,0.00,0.68,NA,0.01,0.69,NA,XXX
94770,,A,Exhaled carbon dioxide test,0.15,NA,0.05,0.01,NA,0.21,XXX
94772,,C,Breath recording infant,0.00,0.00,NA,0.00,0.00,NA,XXX
94772,TC,C,Breath recording infant,0.00,0.00,NA,0.00,0.00,NA,XXX
94772,26,C,Breath recording infant,0.00,0.00,0.00,0.00,0.00,0.00,XXX
94774,,C,Ped home apnea rec compl,0.00,0.00,0.00,0.00,0.00,0.00,YYY
94775,,C,Ped home apnea rec hk-up,0.00,0.00,0.00,0.00,0.00,0.00,YYY
94776,,C,Ped home apnea rec downld,0.00,0.00,0.00,0.00,0.00,0.00,YYY
94777,,C,Ped home apnea rec report,0.00,0.00,0.00,0.00,0.00,0.00,YYY
94780,,A,Car seat/bed test 60 min,0.48,1.17,0.19,0.03,1.68,0.70,XXX
94781,,A,Car seat/bed test + 30 min,0.17,0.47,0.07,0.01,0.65,0.25,ZZZ
94799,,C,Pulmonary service/procedure,0.00,0.00,NA,0.00,0.00,NA,XXX
94799,TC,C,Pulmonary service/procedure,0.00,0.00,NA,0.00,0.00,NA,XXX
