"","SERIALNO","HINCP","NP","place_id","SYNTHETIC_HID","longitude","latitude","puma_id","ST","SEX","AGEP","SCH","SCHG","RELP","HISP","ESR","PINCP","NATIVITY","OCCP","POBP","RAC1P","SYNTHETIC_PID","school_id","workplace_id"
"7813",599810,246000,1,25023561100,"25023561100-503",-70.75375,41.68008,505,25,1,52,1,NA,0,1,3,246000,2,710,414,1,"25023561100-503-503","",NA
"7814",42074,49500,5,25009260100,"25009260100-2048",-71.08559596,42.77695362,300,25,1,9,2,5,2,5,NA,49500,1,NA,25,8,"25009260100-2048-4277","2.51E+11",NA
"7815",85600,75600,4,25007200300,"25007200300-4645",-70.47114729,41.38904339,3306,25,1,44,1,NA,1,11,1,30000,2,8220,312,1,"25007200300-4645-8784","",521065284
"7816",653045,87400,4,25005611201,"25005611201-761",-71.20827877,41.9378546,200,25,2,27,1,NA,1,1,1,22400,1,5400,25,1,"25005611201-761-1546","",108014861
"7817",811949,31000,2,25005614000,"25005614000-849",-71.10540047,41.89214466,3900,25,1,63,1,NA,0,1,6,31000,1,NA,26,1,"25005614000-849-1141","",NA
"7818",1091565,96050,2,25001013200,"25001013200-1532",-70.41701577,41.64067491,507,25,1,69,1,NA,0,1,1,36050,1,2010,36,1,"25001013200-1532-2227","",107895534
"7819",814632,57260,2,2.5e+10,"25025000401-1836",-71.15069,42.34491,3301,25,2,25,1,NA,13,1,1,36200,1,137,26,1,"25025000401-1836-2297","",4032231
"7820",129148,151000,2,25001013500,"25001013500-1284",-70.47138823,41.68349129,703,25,2,54,1,NA,1,1,1,86000,1,420,25,1,"25001013500-1284-2073","",535280697
"7821",767694,80000,6,25009250700,"25009250700-1654",-71.15299552,42.71445426,2800,25,2,1,NA,NA,2,1,NA,80000,1,NA,25,1,"25009250700-1654-5145","",NA
"7822",514367,45000,1,25025070900,"25025070900-406",-71.07874,42.33791,301,25,2,27,1,NA,0,1,1,45000,1,530,25,1,"25025070900-406-406","",394124481
"7823",16452,230000,3,25009252202,"25009252202-701",-71.25122783,42.72892321,3303,25,1,32,1,NA,1,1,1,110000,1,120,42,1,"25009252202-701-1323","",106958473
"7824",694135,101400,3,25009252300,"25009252300-2204",-71.20066198,42.73381519,300,25,2,27,1,NA,1,1,1,54000,1,2145,51,1,"25009252300-2204-3740","",1096866
"7825",1355820,32400,2,25027732201,"25027732201-799",-71.75703,42.265,1900,25,2,50,1,NA,1,1,1,20400,1,3600,1,2,"25027732201-799-945","",537497984
"7826",630853,60000,2,25017351204,"25017351204-892",-71.10964,42.38073,3303,25,2,43,1,NA,0,1,1,50000,1,3640,25,1,"25017351204-892-1385","",3541471
"7827",879626,39900,1,25027732202,"25027732202-219",-71.76904,42.27197,2400,25,2,55,1,NA,0,1,2,39900,1,800,25,1,"25027732202-219-219","",400650543
"7828",1252097,149000,2,25019950307,"25019950307-542",-70.24025,41.29642,501,25,1,43,1,NA,1,1,1,77000,1,7020,20,1,"25019950307-542-831","",368157087
"7829",1225549,485700,5,25017363104,"25017363104-2054",-71.42088,42.47826,1300,25,1,18,2,14,2,1,6,1500,1,2340,25,1,"25017363104-2054-5582","2.51E+11",NA
"7830",533213,44000,1,25013810902,"25013810902-380",-72.60509442,42.13522976,4901,25,2,31,1,NA,0,1,1,44000,1,2200,26,1,"25013810902-380-380","",905508842
"7831",479888,15100,1,25001010100,"25001010100-607",-70.21457475,42.07676394,4500,25,2,48,1,NA,0,1,1,15100,1,800,25,1,"25001010100-607-607","",991087131
"7832",1311509,91000,4,25021404100,"25021404100-806",-71.25192,42.32539,701,25,1,42,1,NA,13,1,1,35000,1,9140,25,1,"25021404100-806-1741","",840044754
"7833",587967,82000,5,25001013500,"25001013500-2734",-70.42949978,41.69569767,4901,25,2,21,1,NA,15,1,1,23000,1,4220,25,1,"25001013500-2734-6967","",576849004
"7834",929245,79000,3,25017383501,"25017383501-1619",-71.41078,42.29469,1600,25,2,28,1,NA,0,1,1,32000,1,3645,25,1,"25017383501-1619-2450","",663384626
"7835",1079892,38050,3,25021422200,"25021422200-2073",-70.93255,42.16563,1902,25,1,59,1,NA,1,1,1,28000,1,5860,9,1,"25021422200-2073-3076","",8363632
"7836",1189636,43000,2,25017373200,"25017373200-833",-71.19714,42.35906,100,25,2,59,1,NA,1,1,1,12000,2,4600,202,6,"25017373200-833-1014","",517326906
"7837",478232,200000,4,25027741102,"25027741102-1404",-71.57069,42.30997,703,25,2,51,2,16,0,1,1,100000,1,5860,36,1,"25027741102-1404-3596","",9383662
"7838",1388604,30850,3,25005644200,"25005644200-1787",-71.16204141,41.7324685,200,25,2,44,1,NA,0,1,1,30850,1,2630,34,1,"25005644200-1787-2960","",964863252
"7839",349869,116000,3,25003931400,"25003931400-697",-73.10749185,42.49283955,4901,25,2,23,1,NA,2,1,1,25000,1,4510,25,1,"25003931400-697-1311","",832149348
"7840",580220,268700,2,25017338500,"25017338500-804",-71.13849535,42.44217219,703,25,1,62,1,NA,1,1,1,268000,1,410,25,1,"25017338500-804-1307","",106889090
"7841",1130601,82000,1,25009206400,"25009206400-316",-70.93582263,42.47449004,3305,25,1,59,1,NA,0,1,1,82000,1,2010,37,1,"25009206400-316-316","",541925525
"7842",560314,74000,3,25025120400,"25025120400-2141",-71.10868,42.30969,4902,25,1,16,2,13,2,1,6,0,1,NA,25,1,"25025120400-2141-3397","2.50E+11",NA
"7843",790935,88750,3,25027749100,"25027749100-1711",-71.674,42.0302,2800,25,1,72,1,NA,0,1,6,19600,1,NA,25,1,"25027749100-1711-3369","",NA
"7844",884628,139800,3,25027721102,"25027721102-1607",-71.92997,42.42022,302,25,1,58,1,NA,0,1,1,4800,1,4760,44,1,"25027721102-1607-2842","",707694204
"7845",1242709,50900,6,25009210800,"25009210800-2169",-70.92918789,42.53036859,701,25,1,9,2,4,2,1,NA,50900,1,NA,25,1,"25009210800-2169-4261","2.51E+11",NA
"7846",303080,85000,5,25009204701,"25009204701-2465",-70.91148526,42.50834365,3306,25,1,57,1,NA,15,11,1,30000,2,4230,312,9,"25009204701-2465-5571","",541729745
"7847",27313,106700,8,25009251800,"25009251800-3044",-71.1669629,42.6904234,3306,25,2,8,3,4,7,8,NA,106700,1,NA,25,8,"25009251800-3044-7387","604035",NA
"7848",567906,83300,3,25017312300,"25017312300-1796",-71.29563756,42.62809065,100,25,1,57,1,NA,0,1,1,70300,1,8965,25,1,"25017312300-1796-3034","",3563285
"7849",621533,175950,4,25027739400,"25027739400-2626",-71.6942,42.29715,507,25,2,17,2,14,2,1,6,1300,1,4600,25,1,"25027739400-2626-5914","2.51E+11",NA
"7850",737098,196000,4,25021416101,"25021416101-1660",-71.06288,42.25298,1901,25,2,45,1,NA,1,1,1,33000,1,5400,8,1,"25021416101-1660-3475","",604122101
"7851",734237,12900,2,25003935200,"25003935200-536",-73.22980943,42.44867169,1900,25,1,29,1,NA,10,3,6,7500,1,NA,36,1,"25003935200-536-574","",NA
"7852",1392514,110000,2,25023545300,"25023545300-1822",-70.64973,41.74641,1000,25,1,47,1,NA,0,1,1,60000,1,4700,25,1,"25023545300-1822-2780","",229729009
"7853",915299,59600,4,25027708100,"25027708100-2240",-71.90212,42.55068,1600,25,1,0,NA,NA,7,3,NA,59600,1,NA,25,1,"25027708100-2240-4697","",NA
"7854",1223675,58400,4,25025091200,"25025091200-1038",-71.0618,42.31806,4000,25,1,43,1,NA,1,3,1,20000,1,4050,36,1,"25025091200-1038-2185","",9004557
"7855",1364795,27100,3,25025160101,"25025160101-680",-71.03017,42.38839,1900,25,2,8,2,5,2,3,NA,27100,1,NA,25,1,"25025160101-680-1067","2.51E+11",NA
"7856",1383637,85400,2,25001011400,"25001011400-1346",-70.14016924,41.72221508,1300,25,1,64,1,NA,0,1,6,85000,1,9130,25,1,"25001011400-1346-1782","",NA
"7857",55716,140000,3,25027726100,"25027726100-1637",-71.97344,42.21094,4700,25,1,52,1,NA,1,1,1,30000,1,4220,42,1,"25027726100-1637-3031","",619976152
"7858",440599,153000,4,25021403300,"25021403300-965",-71.26886,42.26468,703,25,1,10,2,7,2,1,NA,153000,1,NA,25,1,"25021403300-965-2017","2.51E+11",NA
"7859",1386976,115000,2,25023509102,"25023509102-1204",-70.79138,42.02001,3302,25,2,26,1,NA,13,1,1,65000,1,1006,42,1,"25023509102-1204-1844","",589169309
"7860",1013549,145000,4,25017322300,"25017322300-2339",-71.57918356,42.39934948,501,25,1,47,1,NA,0,1,1,100000,1,3850,25,1,"25017322300-2339-4967","",840221501
"7861",150808,32000,3,2.5e+10,"25025000701-1910",-71.13828,42.34739,4000,25,1,6,2,3,10,1,NA,32000,1,NA,25,6,"25025000701-1910-2836","2.50E+11",NA
"7862",565023,28400,2,25017312300,"25017312300-958",-71.28252001,42.62417301,3302,25,2,83,1,NA,0,1,6,12600,2,NA,116,1,"25017312300-958-1082","",NA
"7863",945366,70300,2,25023542101,"25023542101-563",-70.80942,41.82504,3603,25,2,56,1,NA,5,1,1,30000,1,4350,25,1,"25023542101-563-846","",988178851
"7864",1436160,85700,2,25017383600,"25017383600-1307",-71.4212,42.30941,4902,25,2,65,1,NA,1,1,3,49300,1,20,25,1,"25017383600-1307-1784","",NA
"7865",688516,55000,3,25027732700,"25027732700-1487",-71.79629,42.23876,4902,25,2,44,1,NA,0,1,3,0,1,120,25,1,"25027732700-1487-2474","",NA
"7866",765628,6000,1,25027730901,"25027730901-29",-71.83949,42.26564,4700,25,1,58,1,NA,0,1,6,6000,1,7420,25,1,"25027730901-29-29","",NA
"7867",1211896,103000,2,25007200300,"25007200300-3458",-70.56794953,41.37403781,504,25,1,61,1,NA,0,1,1,73000,1,4510,25,1,"25007200300-3458-5352","",458671823
"7868",1373527,137480,2,25009217600,"25009217600-1443",-70.8231499,42.55633506,4902,25,1,62,1,NA,0,1,1,100980,1,3255,25,1,"25009217600-1443-2050","",233118876
"7869",39718,145000,2,25017351404,"25017351404-861",-71.09462,42.38747,3603,25,2,28,1,NA,1,1,1,60000,1,2010,25,1,"25017351404-861-1199","",544225170
"7870",1239101,20000,5,25027731400,"25027731400-1788",-71.82256,42.25957,3302,25,2,3,2,1,2,11,NA,20000,1,NA,25,1,"25027731400-1788-3752","2.51E+11",NA
"7871",1279702,22000,5,25017340000,"25017340000-1090",-71.10201157,42.42535482,1300,25,2,26,1,NA,0,1,1,22000,2,4000,332,1,"25017340000-1090-2345","",406037580
"7872",1341107,0,1,25025101002,"25025101002-94",-71.07862,42.27837,3303,25,2,60,1,NA,0,1,6,0,1,NA,34,2,"25025101002-94-94","",NA
"7873",329026,35000,6,25025090400,"25025090400-1240",-71.07579,42.31882,704,25,1,30,1,NA,0,1,1,35000,2,4230,448,2,"25025090400-1240-3142","",210269916
"7874",166128,61120,2,25027710600,"25027710600-1516",-71.7999,42.57439,4301,25,1,72,1,NA,0,1,6,48120,1,NA,25,1,"25027710600-1516-2274","",NA
"7875",2699,158000,5,25009211200,"25009211200-2824",-70.94262411,42.56715179,504,25,1,16,2,12,2,1,6,0,1,NA,25,1,"25009211200-2824-6046","2.51E+11",NA
"7876",588185,129000,3,25027741101,"25027741101-901",-71.51617,42.29265,2400,25,2,36,1,NA,0,1,1,56000,1,2310,25,1,"25027741101-901-1560","",106539547
"7877",823160,165004,3,25027728400,"25027728400-1158",-71.87162,42.37264,507,25,1,1,NA,NA,2,1,NA,165004,1,NA,25,1,"25027728400-1158-2252","",NA
"7878",80916,15000,2,25021414100,"25021414100-414",-71.22243,42.09696,3603,25,2,76,1,NA,1,1,6,7500,2,NA,207,6,"25021414100-414-456","",NA
"7879",156128,251000,1,25017358300,"25017358300-514",-71.21,42.41079,503,25,1,45,1,NA,0,1,1,251000,2,20,238,6,"25017358300-514-521","",675882708
"7880",1169990,4700,4,25025140300,"25025140300-1794",-71.11948,42.25413,3303,25,1,18,2,14,2,1,3,0,1,9920,25,2,"25025140300-1794-3199","2.50E+11",NA
"7881",695641,38300,2,25025030500,"25025030500-815",-71.05413,42.36766,1900,25,2,50,1,NA,0,1,6,10300,1,NA,25,1,"25025030500-815-885","",NA
"7882",242144,48200,1,25003922200,"25003922200-308",-73.09247113,42.62568978,3301,25,1,29,1,NA,0,1,1,48200,1,850,34,1,"25003922200-308-308","",832105852
"7883",169785,54000,3,25027720100,"25027720100-795",-71.91243,42.42851,3602,25,1,33,1,NA,1,1,1,27000,2,5000,100,1,"25027720100-795-1403","",308806710
"7884",907472,78000,2,25021422302,"25021422302-1740",-70.92564,42.18086,507,25,1,25,1,NA,13,1,1,70000,1,1006,44,1,"25021422302-1740-2010","",579579111
"7885",441414,9900,2,25009260600,"25009260600-317",-71.08535444,42.7845406,4500,25,1,49,1,NA,12,1,3,0,1,5350,36,1,"25009260600-317-319","",NA
"7886",457870,484000,3,25025091001,"25025091001-1042",-71.0519,42.32025,3301,25,2,43,1,NA,0,1,6,0,1,NA,25,1,"25025091001-1042-1755","",NA
"7887",1067130,15100,1,25027726200,"25027726200-492",-71.98946,42.23745,4200,25,2,76,1,NA,0,1,6,15100,1,5700,25,1,"25027726200-492-493","",NA
"7888",166516,184000,3,25005654100,"25005654100-1797",-70.9174181,41.70721013,301,25,2,49,1,NA,1,1,1,69000,1,2310,25,1,"25005654100-1797-3620","",618772479
"7889",108497,35100,1,25009251800,"25009251800-523",-71.1686176,42.68008534,3301,25,1,53,1,NA,0,8,6,35100,2,6100,314,2,"25009251800-523-526","",NA
"7890",586595,130000,2,25017383901,"25017383901-1526",-71.46892,42.34599,100,25,1,48,1,NA,0,1,1,60000,1,7430,12,1,"25017383901-1526-2306","",236503371
"7891",902514,14400,4,25025160502,"25025160502-1141",-71.01305,42.39947,1900,25,2,37,1,NA,0,3,6,14400,1,NA,36,8,"25025160502-1141-2202","",NA
"7892",434551,100010,4,25017331300,"25017331300-1662",-71.18636676,42.55109023,3305,25,2,49,1,NA,0,1,1,40010,1,3230,25,1,"25017331300-1662-4105","",482204252
"7893",1115906,55000,3,25005645103,"25005645103-1367",-71.2401531,41.74697961,501,25,1,13,2,10,2,1,NA,55000,1,NA,25,1,"25005645103-1367-2489","2.50E+11",NA
"7894",1477751,185000,2,25017353000,"25017353000-1528",-71.09918,42.36829,506,25,2,28,1,NA,0,1,1,68000,1,1650,25,1,"25017353000-1528-2103","",246073167
"7895",985394,66000,3,25013812104,"25013812104-1444",-72.63564452,42.19650941,302,25,2,17,2,14,2,1,1,1000,1,4720,25,1,"25013812104-1444-2395","2.51E+11",5002936
"7896",884258,85400,2,25025010203,"25025010203-3064",-71.0943,42.34722,504,25,1,85,1,NA,1,1,6,39800,1,NA,25,1,"25025010203-3064-3783","",NA
"7897",337466,10500,1,25025071101,"25025071101-509",-71.07603,42.33531,1902,25,2,50,1,NA,0,3,6,10500,1,NA,72,8,"25025071101-509-509","",NA
"7898",1206742,57200,2,25017333600,"25017333600-1098",-71.16142517,42.50353003,507,25,2,30,1,NA,13,1,6,17200,1,NA,25,1,"25017333600-1098-1434","",NA
"7899",1137513,53100,7,25013812404,"25013812404-1454",-72.63657312,42.11698567,3302,25,2,44,1,NA,0,2,3,1100,2,4030,303,1,"25013812404-1454-3834","",NA
"7900",600150,56800,4,25023541100,"25023541100-1343",-70.78188,41.79356,3500,25,2,15,2,12,2,1,NA,0,1,NA,25,1,"25023541100-1343-2854","2.51E+11",NA
"7901",1214193,51000,3,25007200400,"25007200400-2903",-70.7743931,41.46928577,4902,25,2,38,1,NA,0,1,1,4000,1,3630,36,1,"25007200400-2903-4721","",478339864
"7902",166810,85094,2,25023530901,"25023530901-1036",-70.60479,41.82336,4302,25,2,48,1,NA,0,1,6,13004,1,NA,25,1,"25023530901-1036-1373","",NA
"7903",979200,64000,2,25017357300,"25017357300-491",-71.15819,42.3767,304,25,1,62,1,NA,0,1,6,55000,1,4250,25,1,"25017357300-491-609","",NA
"7904",863070,18400,4,25027705100,"25027705100-2254",-72.11858,42.57539,3304,25,2,13,2,9,2,1,NA,18400,1,NA,25,1,"25027705100-2254-4344","2.51E+11",NA
"7905",582729,156400,4,25019950500,"25019950500-2534",-69.99631,41.271,1400,25,2,49,1,NA,1,1,1,64000,1,2320,25,1,"25019950500-2534-5171","",107825820
"7906",881141,38600,3,25017311600,"25017311600-1135",-71.33133081,42.62242143,2800,25,2,42,1,NA,1,1,6,0,2,NA,215,6,"25017311600-1135-1809","",NA
"7907",129703,88500,7,25027711100,"25027711100-1575",-71.82652,42.61303,501,25,2,36,1,NA,0,1,1,9900,1,4510,25,1,"25027711100-1575-3816","",885945485
"7908",72426,263450,4,25023542200,"25023542200-2220",-70.92393,41.92343,505,25,1,30,1,NA,9,1,1,50250,1,4700,42,1,"25023542200-2220-5232","",854189933
"7909",514262,79000,3,25019950500,"25019950500-2061",-69.96448,41.27122,1000,25,1,31,1,NA,4,1,1,21000,1,4050,25,1,"25019950500-2061-3607","",107825952
"7910",205360,159200,2,25023544200,"25023544200-1702",-70.75675,41.83499,2800,25,1,70,1,NA,0,1,1,147800,1,1300,25,1,"25023544200-1702-2528","",628806069
"7911",173818,55000,4,25025120201,"25025120201-1617",-71.10599,42.30763,3603,25,2,4,3,1,2,1,NA,55000,1,NA,25,1,"25025120201-1617-3157","A0501910",NA
"7912",1041163,49100,4,25009206400,"25009206400-1586",-70.92827622,42.47828969,100,25,2,31,1,NA,1,11,1,7000,2,5240,312,1,"25009206400-1586-3495","",376568572
"7913",265150,137400,3,25005655100,"25005655100-1310",-70.85843853,41.64711346,4303,25,1,58,1,NA,0,1,1,127500,1,430,25,1,"25005655100-1310-2444","",221026792
"7914",1216714,3000,1,25005653301,"25005653301-94",-70.96787326,41.58135978,303,25,2,85,1,NA,0,1,6,3000,1,NA,25,1,"25005653301-94-94","",NA
"7915",920940,52000,3,25013801603,"25013801603-1278",-72.49516012,42.1278278,703,25,1,1,NA,NA,2,1,NA,52000,1,NA,25,1,"25013801603-1278-2063","",NA
"7916",121013,85000,2,25021420100,"25021420100-1075",-71.05273,42.18224,302,25,1,50,1,NA,0,1,1,45000,1,6440,25,1,"25021420100-1075-1506","",107110991
"7917",1322715,297800,5,25009252603,"25009252603-1111",-71.15999017,42.75217168,4700,25,2,18,2,14,2,1,6,0,1,NA,2,1,"25009252603-1111-2880","2.51E+11",NA
"7918",908945,5300,1,25025082100,"25025082100-162",-71.09154,42.30931,1900,25,2,65,1,NA,0,1,6,5300,1,NA,1,2,"25025082100-162-164","",NA
"7919",586339,37600,2,25013800102,"25013800102-785",-72.49925336,42.15724666,3900,25,2,45,1,NA,0,1,1,19400,1,5820,25,1,"25013800102-785-1095","",106339567
"7920",1162062,19000,3,25013801901,"25013801901-769",-72.57158906,42.09245211,3602,25,1,5,3,2,2,5,NA,19000,1,NA,25,8,"25013801901-769-915","602424",NA
"7921",318014,15000,1,25025050500,"25025050500-60",-71.03327,42.36793,200,25,1,65,1,NA,0,1,6,15000,1,NA,48,1,"25025050500-60-62","",NA
"7922",1320244,88000,4,25009262100,"25009262100-2021",-71.0169518,42.85622128,4901,25,1,55,1,NA,1,1,1,50000,1,6240,25,1,"25009262100-2021-4189","",429925647
"7923",200956,147000,3,25025140202,"25025140202-1471",-71.12216,42.24637,3304,25,2,40,1,NA,0,1,1,75000,1,3645,25,9,"25025140202-1471-2791","",429738479
"7924",411354,51600,2,25021457100,"25021457100-621",-71.05508,42.11312,100,25,2,52,1,NA,1,1,1,16000,1,2540,25,1,"25021457100-621-812","",307672964
"7925",821757,241000,5,25021420202,"25021420202-2371",-71.06313,42.20115,4000,25,1,39,1,NA,0,1,1,145000,1,1530,36,2,"25021420202-2371-5667","",518511415
"7926",954676,61854,2,25001011801,"25001011801-838",-70.2336188,41.70974164,4700,25,2,32,1,NA,13,1,1,12004,2,1760,126,1,"25001011801-838-1042","",458661360
"7927",1234396,50000,3,25009250200,"25009250200-1103",-71.1782894,42.70784659,507,25,1,2,NA,NA,2,1,NA,50000,1,NA,36,8,"25009250200-1103-2165","",NA
"7928",523898,4800,4,25027731203,"25027731203-1628",-71.81604,42.25396,300,25,2,15,2,12,2,1,NA,0,2,NA,100,1,"25027731203-1628-2689","2.51E+11",NA
"7929",1103793,9600,2,25013812103,"25013812103-591",-72.62171632,42.18942318,506,25,2,6,3,2,2,1,NA,9600,1,NA,25,6,"25013812103-591-621","602366",NA
"7930",1017199,58000,4,25005616100,"25005616100-1532",-71.10148505,41.84468333,4800,25,2,43,1,NA,1,1,1,22000,1,3600,25,1,"25005616100-1532-3463","",107945495
"7931",803720,193800,4,25017342400,"25017342400-2177",-71.06047333,42.40241775,1902,25,1,18,2,15,2,1,1,3000,1,4250,25,1,"25017342400-2177-5007","",1825033
"7932",1471031,58600,4,25005613902,"25005613902-1673",-71.10823715,41.88260206,701,25,2,7,2,4,2,3,NA,58600,1,NA,25,9,"25005613902-1673-3352","2.51E+11",NA
"7933",694974,162240,6,25021417501,"25021417501-2114",-71.02448,42.28048,3603,25,2,6,2,2,2,1,NA,162240,2,NA,247,6,"25021417501-2114-4917","2.50E+11",NA
"7934",849937,178000,5,25027729200,"25027729200-955",-71.79632,42.35481,2400,25,1,45,1,NA,1,1,1,30000,1,4840,44,1,"25027729200-955-2245","",998530430
"7935",1347491,82000,5,25023511100,"25023511100-1695",-70.99885,42.09465,1900,25,2,4,3,2,7,1,NA,82000,1,NA,9,2,"25023511100-1695-4436","599602",NA
"7936",435937,118500,7,25023501202,"25023501202-2819",-70.84314,42.20423,4301,25,1,1,NA,NA,14,1,NA,118500,1,NA,25,9,"25023501202-2819-6801","",NA
"7937",257984,106600,3,25017351300,"25017351300-1822",-71.09652,42.38291,4301,25,1,33,1,NA,0,1,1,65000,1,230,48,1,"25017351300-1822-2896","",663384741
"7938",694634,156200,5,25007200400,"25007200400-4499",-70.67932536,41.39904174,3305,25,1,16,2,12,2,1,6,1200,1,4220,25,1,"25007200400-4499-10328","2.51E+11",NA
"7939",867820,76400,2,25027759100,"25027759100-438",-72.03923,42.23487,702,25,1,88,1,NA,0,1,6,4400,2,NA,120,1,"25027759100-438-669","",NA
"7940",247046,197100,2,25013813404,"25013813404-1245",-72.50174814,42.04328533,4800,25,1,75,1,NA,1,1,6,172200,1,NA,25,1,"25013813404-1245-1891","",NA
"7941",1191153,106000,2,25025020200,"25025020200-1876",-71.06736,42.3612,3302,25,2,26,1,NA,1,1,1,33000,1,2310,25,1,"25025020200-1876-2564","",429738479
"7942",1418026,53400,5,25021411100,"25021411100-2681",-71.23158,42.14365,4302,25,2,40,1,NA,2,1,6,8400,1,NA,25,1,"25021411100-2681-6241","",NA
"7943",140157,15000,4,25007200100,"25007200100-2424",-70.61010275,41.45014028,1900,25,2,22,1,NA,13,3,1,5000,1,4050,25,9,"25007200100-2424-4448","",107839326
"7944",219601,25800,2,25001012200,"25001012200-879",-70.33278683,41.68944407,4302,25,1,64,1,NA,0,1,6,10800,2,7750,130,1,"25001012200-879-1063","",NA
"7945",1017470,0,1,25025081900,"25025081900-112",-71.09222,42.30969,4500,25,1,59,1,NA,0,3,6,0,1,NA,72,2,"25025081900-112-115","",NA
"7946",218047,188000,4,25021419100,"25021419100-1798",-71.03263,42.22376,1400,25,2,44,1,NA,1,1,1,98000,1,3255,36,1,"25021419100-1798-3750","",107133670
"7947",718419,227700,3,25003925100,"25003925100-3042",-73.39822269,42.21470803,501,25,1,48,1,NA,1,1,1,140300,2,1020,215,6,"25003925100-3042-5296","",968431205
"7948",479260,83000,5,25017310601,"25017310601-2054",-71.35280888,42.65264201,3900,25,2,39,1,NA,0,1,1,38000,1,2310,36,1,"25017310601-2054-5125","",628948903
"7949",918038,35040,1,25017342300,"25017342300-285",-71.060682,42.41109557,3305,25,1,66,1,NA,0,1,6,35040,1,5240,25,1,"25017342300-285-285","",NA
"7950",544287,88300,3,25025180101,"25025180101-1878",-70.98162,42.38459,3304,25,2,21,2,15,2,1,1,11300,1,4760,36,2,"25025180101-1878-2766","",418317608
"7951",1194404,65100,3,25023511701,"25023511701-977",-71.03443,42.06624,508,25,1,16,2,12,2,1,6,1700,1,NA,25,1,"25023511701-977-1712","2.50E+11",NA
"7952",555485,155000,3,25025090600,"25025090600-593",-71.074,42.32223,4901,25,2,54,1,NA,1,1,1,71000,1,800,25,2,"25025090600-593-1208","",107231888
"7953",1407165,165900,6,25027728100,"25027728100-1494",-71.89779,42.36532,1901,25,2,27,1,NA,4,1,1,28000,1,3400,25,1,"25027728100-1494-3967","",106566250
"7954",293884,148000,2,25017387202,"25017387202-535",-71.45332,42.20202,200,25,1,30,1,NA,2,1,1,4000,1,710,25,1,"25017387202-535-837","",390426187
"7955",53765,209000,2,25017316500,"25017316500-1103",-71.29464794,42.58769111,3400,25,1,69,1,NA,1,1,2,175000,1,430,34,1,"25017316500-1103-1708","",483841300
"7956",797893,53000,2,25027732801,"25027732801-1594",-71.76767,42.24776,1600,25,2,68,1,NA,1,1,1,32000,2,4050,128,1,"25027732801-1594-2368","",522305846
"7957",505721,197000,4,25023503102,"25023503102-2087",-70.81603,42.11349,703,25,1,52,1,NA,0,1,1,120000,1,4850,34,1,"25023503102-2087-4452","",107782211
"7958",1045943,25000,3,25005633100,"25005633100-992",-71.22441596,41.87289702,508,25,2,33,1,NA,0,1,1,10000,1,2430,25,1,"25005633100-992-1797","",594975070
"7959",145150,35000,3,25025080300,"25025080300-553",-71.08207,42.32766,506,25,2,40,1,NA,0,6,1,35000,2,5940,311,8,"25025080300-553-878","",107252124
"7960",1327647,19400,1,25017370300,"25017370300-414",-71.16293,42.36292,703,25,2,90,1,NA,0,1,6,19400,2,NA,301,1,"25017370300-414-415","",NA
"7961",1231699,50600,3,25025092200,"25025092200-757",-71.06145,42.29932,4500,25,2,45,1,NA,1,1,1,11800,2,5620,301,1,"25025092200-757-1333","",356782847
"7962",753031,90000,4,25001010900,"25001010900-3562",-70.04131991,41.77274212,1300,25,1,5,3,1,2,1,NA,90000,1,NA,25,1,"25001010900-3562-6642","A0501931",NA
"7963",344489,24800,2,25023511301,"25023511301-454",-71.00247,42.06623,4800,25,1,85,1,NA,0,1,6,10800,1,NA,42,1,"25023511301-454-522","",NA
"7964",1193901,91100,1,25017300100,"25017300100-81",-71.79108831,42.6437703,300,25,1,32,1,NA,0,1,1,91100,2,1530,301,1,"25017300100-81-81","",901193912
"7965",47827,43000,1,25003922300,"25003922300-191",-73.12580087,42.61151583,3900,25,2,55,1,NA,0,1,1,43000,1,230,25,1,"25003922300-191-191","",106374317
"7966",482985,15400,1,25009252502,"25009252502-203",-71.16507515,42.73609349,4901,25,2,58,1,NA,0,1,6,15400,1,NA,25,1,"25009252502-203-203","",NA
"7967",996820,162000,2,25005646103,"25005646103-919",-71.05157123,41.61411283,1600,25,1,55,1,NA,1,1,1,80000,1,230,25,1,"25005646103-919-1394","",400053641
"7968",151081,103000,4,25001011100,"25001011100-2715",-70.04309308,41.71915975,1000,25,1,8,2,4,2,1,NA,103000,1,NA,25,1,"25001011100-2715-5652","2.50E+11",NA
"7969",114802,104700,2,25005631500,"25005631500-754",-71.28923098,41.94036479,100,25,1,73,1,NA,0,1,1,103600,1,1720,36,1,"25005631500-754-1310","",406090076
"7970",799887,96170,1,25025130406,"25025130406-491",-71.15313,42.26059,4800,25,2,66,1,NA,0,1,1,96170,1,2850,25,1,"25025130406-491-492","",475136859
"7971",215096,159800,4,25009254302,"25009254302-1272",-71.11280604,42.62567777,4800,25,2,29,1,NA,2,1,1,38600,1,120,25,1,"25009254302-1272-2792","",214968935
"7972",269756,94000,2,25017373900,"25017373900-856",-71.18161,42.29649,3900,25,1,53,1,NA,1,1,1,65000,1,5550,25,1,"25017373900-856-984","",937803369
"7973",1313832,149100,5,25017332200,"25017332200-2994",-71.19432607,42.50918599,4901,25,1,57,1,NA,0,1,1,88000,2,1530,116,1,"25017332200-2994-6513","",400118501
