age,gender,state,Prescribe_Amlodipine_Benazepril,Prescribe_Benazepril,Prescribe_Benazepril_Hydrochlorothiazide,Prescribe_Enalapril,Prescribe_Hydrochlorothiazide_Lisinopril,Prescribe_Hydrochlorothiazide_Losartan,Prescribe_Hydrochlorothiazide_Valsartan,Prescribe_Irbesartan,Prescribe_Lisinopril,Prescribe_Losartan,Prescribe_Quinapril,Prescribe_Ramipril,Prescribe_Sacubitril_Valsartan,Prescribe_Telmisartan,Prescribe_Valsartan
65-103,M,Idaho,0.011,0.026,0.014,0.0,0.055,0.05,0.0,0.037,0.474,0.275,0.0,0.02,0.003,0.005,0.031
65-103,M,Illinois,0.022,0.021,0.0,0.037,0.062,0.057,0.011,0.029,0.453,0.207,0.003,0.002,0.021,0.003,0.072
65-103,M,Indiana,0.022,0.021,0.0,0.037,0.062,0.057,0.011,0.029,0.453,0.207,0.003,0.002,0.021,0.003,0.072
65-103,M,Iowa,0.022,0.021,0.0,0.037,0.062,0.057,0.011,0.029,0.453,0.207,0.003,0.002,0.021,0.003,0.072
65-103,M,Kansas,0.022,0.021,0.0,0.037,0.062,0.057,0.011,0.029,0.453,0.207,0.003,0.002,0.021,0.003,0.072
65-103,M,Kentucky,0.028,0.02,0.003,0.011,0.071,0.047,0.008,0.018,0.419,0.247,0.011,0.069,0.009,0.007,0.032
65-103,M,Louisiana,0.028,0.02,0.003,0.011,0.071,0.047,0.008,0.018,0.419,0.247,0.011,0.069,0.009,0.007,0.032
65-103,M,Maine,0.048,0.021,0.0,0.046,0.038,0.025,0.031,0.012,0.4,0.248,0.033,0.028,0.0,0.007,0.063
65-103,M,Maryland,0.028,0.02,0.003,0.011,0.071,0.047,0.008,0.018,0.419,0.247,0.011,0.069,0.009,0.007,0.032
65-103,M,Massachusetts,0.048,0.021,0.0,0.046,0.038,0.025,0.031,0.012,0.4,0.248,0.033,0.028,0.0,0.007,0.063
65-103,M,Michigan,0.022,0.021,0.0,0.037,0.062,0.057,0.011,0.029,0.453,0.207,0.003,0.002,0.021,0.003,0.072
65-103,M,Minnesota,0.022,0.021,0.0,0.037,0.062,0.057,0.011,0.029,0.453,0.207,0.003,0.002,0.021,0.003,0.072
65-103,M,Mississippi,0.028,0.02,0.003,0.011,0.071,0.047,0.008,0.018,0.419,0.247,0.011,0.069,0.009,0.007,0.032
65-103,M,Missouri,0.022,0.021,0.0,0.037,0.062,0.057,0.011,0.029,0.453,0.207,0.003,0.002,0.021,0.003,0.072
65-103,M,Montana,0.011,0.026,0.014,0.0,0.055,0.05,0.0,0.037,0.474,0.275,0.0,0.02,0.003,0.005,0.031
65-103,M,Nebraska,0.022,0.021,0.0,0.037,0.062,0.057,0.011,0.029,0.453,0.207,0.003,0.002,0.021,0.003,0.072
65-103,M,Nevada,0.011,0.026,0.014,0.0,0.055,0.05,0.0,0.037,0.474,0.275,0.0,0.02,0.003,0.005,0.031
65-103,M,New Hampshire,0.048,0.021,0.0,0.046,0.038,0.025,0.031,0.012,0.4,0.248,0.033,0.028,0.0,0.007,0.063
65-103,M,New Jersey,0.048,0.021,0.0,0.046,0.038,0.025,0.031,0.012,0.4,0.248,0.033,0.028,0.0,0.007,0.063
65-103,M,New Mexico,0.011,0.026,0.014,0.0,0.055,0.05,0.0,0.037,0.474,0.275,0.0,0.02,0.003,0.005,0.031
65-103,M,New York,0.048,0.021,0.0,0.046,0.038,0.025,0.031,0.012,0.4,0.248,0.033,0.028,0.0,0.007,0.063
65-103,M,North Carolina,0.028,0.02,0.003,0.011,0.071,0.047,0.008,0.018,0.419,0.247,0.011,0.069,0.009,0.007,0.032
65-103,M,North Dakota,0.022,0.021,0.0,0.037,0.062,0.057,0.011,0.029,0.453,0.207,0.003,0.002,0.021,0.003,0.072
65-103,M,Ohio,0.022,0.021,0.0,0.037,0.062,0.057,0.011,0.029,0.453,0.207,0.003,0.002,0.021,0.003,0.072
65-103,M,Oklahoma,0.028,0.02,0.003,0.011,0.071,0.047,0.008,0.018,0.419,0.247,0.011,0.069,0.009,0.007,0.032
65-103,M,Oregon,0.011,0.026,0.014,0.0,0.055,0.05,0.0,0.037,0.474,0.275,0.0,0.02,0.003,0.005,0.031
65-103,M,Pennsylvania,0.048,0.021,0.0,0.046,0.038,0.025,0.031,0.012,0.4,0.248,0.033,0.028,0.0,0.007,0.063
65-103,M,Rhode Island,0.048,0.021,0.0,0.046,0.038,0.025,0.031,0.012,0.4,0.248,0.033,0.028,0.0,0.007,0.063
65-103,M,South Carolina,0.028,0.02,0.003,0.011,0.071,0.047,0.008,0.018,0.419,0.247,0.011,0.069,0.009,0.007,0.032
65-103,M,South Dakota,0.022,0.021,0.0,0.037,0.062,0.057,0.011,0.029,0.453,0.207,0.003,0.002,0.021,0.003,0.072
65-103,M,Tennessee,0.028,0.02,0.003,0.011,0.071,0.047,0.008,0.018,0.419,0.247,0.011,0.069,0.009,0.007,0.032
65-103,M,Texas,0.028,0.02,0.003,0.011,0.071,0.047,0.008,0.018,0.419,0.247,0.011,0.069,0.009,0.007,0.032
65-103,M,Utah,0.011,0.026,0.014,0.0,0.055,0.05,0.0,0.037,0.474,0.275,0.0,0.02,0.003,0.005,0.031
65-103,M,Vermont,0.048,0.021,0.0,0.046,0.038,0.025,0.031,0.012,0.4,0.248,0.033,0.028,0.0,0.007,0.063
65-103,M,Virginia,0.028,0.02,0.003,0.011,0.071,0.047,0.008,0.018,0.419,0.247,0.011,0.069,0.009,0.007,0.032
65-103,M,Washington,0.011,0.026,0.014,0.0,0.055,0.05,0.0,0.037,0.474,0.275,0.0,0.02,0.003,0.005,0.031
65-103,M,West Virginia,0.028,0.02,0.003,0.011,0.071,0.047,0.008,0.018,0.419,0.247,0.011,0.069,0.009,0.007,0.032
65-103,M,Wisconsin,0.022,0.021,0.0,0.037,0.062,0.057,0.011,0.029,0.453,0.207,0.003,0.002,0.021,0.003,0.072
65-103,M,Wyoming,0.011,0.026,0.014,0.0,0.055,0.05,0.0,0.037,0.474,0.275,0.0,0.02,0.003,0.005,0.031
